Unit,Latitude_WGS84,Longitude_WGS84,Authorship,Area_Toponym,Dom_Veg_Height,Percent_Vis,Farm,Soil,Background_Dist,Sherd_Crusting,Surf_Clast_Size,Quantity,Bone_Shell,Glass,Metal,Other,Pottery,Stone_Lithics,Terra_Cotta,Prehistoric,Class_Hellen,Roman,Late_Roman,Medieval
Unit 1,34.98180989,33.70600098,David K. Pettegrew,Koutsopetria/Paleokastro,<= knee,40,Plowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),44,0,2,0,1,40,1,0,0,0,2,23,1
Unit 2,34.98180736,33.70643919,David K. Pettegrew,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),64,0,2,0,0,58,4,0,0,0,1,34,1
Unit 3,34.98180484,33.70687741,David K. Pettegrew,Koutsopetria/Paleokastro,<= ankle,40,,,,,,59,0,1,0,1,55,2,0,0,0,9,26,0
Unit 4,34.98180231,33.70731563,David K. Pettegrew,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,Heavy,Coarse Gravel (75-19mm),57,0,1,0,3,51,2,0,0,1,3,26,0
Unit 5,34.98179978,33.70775385,David K. Pettegrew,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),65,0,0,0,2,61,2,0,0,0,5,31,1
Unit 6,34.98216298,33.7073187,David K. Pettegrew,Koutsopetria/Paleokastro,<= knee,40,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),83,0,0,0,3,79,1,0,0,0,10,31,2
Unit 7,34.98216551,33.70688048,David K. Pettegrew,Koutsopetria/Paleokastro,<= knee,30,Plowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),59,0,0,0,1,55,3,0,0,2,3,25,1
Unit 8,34.98216803,33.70644251,David K. Pettegrew,Koutsopetria/Paleokastro,<= knee,40,Plowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),72,0,0,0,0,70,2,0,0,1,9,30,5
Unit 9,34.98217056,33.70600404,David K. Pettegrew,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),95,0,0,0,2,91,2,0,0,0,21,52,1
Unit 10,34.98144669,33.70643613,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),42,0,0,0,1,41,0,0,0,1,1,23,2
Unit 11,34.98144417,33.70687434,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,50,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),78,0,0,0,3,73,2,0,0,0,1,31,1
Unit 12,34.98144164,33.70731256,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),138,0,0,0,4,133,1,0,0,0,6,48,4
Unit 13,34.98143911,33.70775078,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),110,0,0,0,1,105,4,0,0,0,3,70,2
Unit 14,34.98143658,33.70818899,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),66,0,0,0,2,62,2,0,0,0,1,27,2
Unit 15,34.98143405,33.70862721,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,50,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),77,0,0,0,0,75,2,0,0,1,2,53,0
Unit 16,34.98143152,33.70906542,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,50,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),80,0,0,0,1,74,3,0,0,1,7,33,0
Unit 17,34.98107085,33.70906235,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,50,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),71,1,0,0,2,68,0,0,0,2,8,40,0
Unit 18,34.98107335,33.70862402,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,60,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),899,0,2,0,0,893,1,0,0,1,52,605,3
Unit 19,34.98107591,33.70818592,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),46,0,1,0,0,44,1,0,0,0,1,30,0
Unit 20,34.98107844,33.7077477,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,30,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),65,0,0,0,1,62,2,0,0,0,4,31,0
Unit 21,34.98108097,33.70730949,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),56,0,0,0,0,56,0,0,0,0,0,33,2
Unit 22,34.9810835,33.70687128,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,30,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),42,0,0,0,0,41,1,0,0,0,2,24,2
Unit 23,34.98108602,33.70643306,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),81,0,0,0,0,80,1,0,0,0,0,55,0
Unit 24,34.98072535,33.70642999,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,30,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),41,0,1,0,1,38,0,0,0,0,1,22,0
Unit 25,34.98072282,33.70686821,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,30,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),58,0,2,1,1,54,0,0,0,0,2,39,0
Unit 26,34.9807203,33.70730642,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,50,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),55,0,2,1,0,52,0,0,0,0,1,23,1
Unit 27,34.98071777,33.70774463,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,40,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),51,0,0,0,0,51,0,0,0,0,2,26,0
Unit 28,34.98071524,33.70818284,William R. Caraher,Koutsopetria/Paleokastro,<= ankle,30,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),34,0,0,0,0,33,1,0,0,0,0,18,0
Unit 29,34.98071271,33.70862106,David K. Pettegrew,Koutsopetria/Paleokastro,<= ankle,40,,,,,,40,0,0,0,0,40,0,0,0,0,1,31,1
Unit 30,34.9821741,33.70553121,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Compacted,Moderate,Light,Fine Gravel (19-5mm),56,0,0,0,0,56,0,0,0,1,5,33,1
Unit 31,34.98219018,33.70509341,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),48,0,0,0,0,48,0,0,0,1,2,27,0
Unit 32,34.98220625,33.70465561,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Loose,Moderate,Light,Fine Gravel (19-5mm),16,0,0,0,0,14,2,0,0,0,0,6,0
Unit 33,34.98222232,33.70421782,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),8,0,1,0,0,7,0,0,0,0,0,4,0
Unit 34,34.98223838,33.70378002,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),3,0,0,0,0,3,0,0,0,0,1,1,0
Unit 35,34.98187806,33.7037605,William R. Caraher,Paleokastro,<= knee,40,Unplowed,Loose,Light,None,Coarse Gravel (75-19mm),2,0,0,0,0,2,0,0,0,0,0,1,0
Unit 36,34.981862,33.70419829,William R. Caraher,Paleokastro,<= knee,70,Unplowed,Loose,Moderate,,Coarse Gravel (75-19mm),2,0,0,1,0,1,0,0,0,0,0,0,0
Unit 37,34.98184593,33.70463609,William R. Caraher,Paleokastro,None,100,Plowed,Loose,Moderate,None,Coarse Gravel (75-19mm),3,0,0,0,0,3,0,0,0,0,0,0,0
Unit 38,34.98182986,33.70507388,William R. Caraher,Paleokastro,None,100,Plowed,Loose,Moderate,Light,Coarse Gravel (75-19mm),61,0,0,0,1,59,1,0,1,0,4,22,1
Unit 39,34.98181378,33.70551168,William R. Caraher,Paleokastro,<= knee,80,Plowed,Loose,Moderate,,Coarse Gravel (75-19mm),46,0,0,0,0,46,0,0,0,0,4,33,0
Unit 40,34.98146953,33.70505436,William R. Caraher,Paleokastro,None,100,Plowed,Loose,Light,Light,Coarse Gravel (75-19mm),492,3,0,0,3,486,0,0,0,1,44,210,0
Unit 41,34.9814856,33.70461656,David K. Pettegrew,Paleokastro,<= ankle,90,Plowed,Loose,Light,Light,Coarse Gravel (75-19mm),5,0,0,0,0,4,1,0,0,0,0,3,0
Unit 42,34.98150167,33.70417877,David K. Pettegrew,Paleokastro,<= knee,80,Unplowed,Compacted,Light,None,Coarse Gravel (75-19mm),8,0,0,0,0,8,0,0,0,1,0,3,0
Unit 43,34.98151774,33.70374098,David K. Pettegrew,Paleokastro,<= knee,60,Unplowed,Loose,Light,Light,Coarse Gravel (75-19mm),11,0,0,1,0,10,0,0,0,0,1,7,0
Unit 44,34.98115742,33.70372146,David K. Pettegrew,Paleokastro,<= ankle,60,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),5,0,0,0,0,5,0,0,0,0,0,3,0
Unit 45,34.98114135,33.70415925,David K. Pettegrew,Paleokastro,<= ankle,60,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),79,0,0,0,0,79,0,0,0,0,7,48,0
Unit 46,34.98112528,33.70459704,William R. Caraher,Paleokastro,<= ankle,70,Plowed,Loose,Moderate,Light,Coarse Gravel (75-19mm),14,0,0,0,0,14,0,0,0,0,1,11,0
Unit 47,34.98110921,33.70503483,William R. Caraher,Paleokastro,None,90,Plowed,Loose,Light,Light,Coarse Gravel (75-19mm),81,0,1,0,1,79,0,0,0,0,13,34,0
Unit 48,34.98253443,33.70555073,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Compacted,Light,None,Cobble (300-75mm),60,0,1,0,0,59,0,0,0,2,7,17,1
Unit 49,34.98071018,33.70905927,William R. Caraher,Paleokastro,<= ankle,30,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),70,0,2,0,0,67,1,0,0,0,1,25,1
Unit 50,34.98070764,33.70949748,William R. Caraher,Paleokastro,<= ankle,30,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),97,0,0,0,1,96,0,0,0,0,3,67,0
Unit 51,34.98070511,33.70993569,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),79,0,5,1,0,71,1,0,0,0,2,31,1
Unit 52,34.98070257,33.7103739,William R. Caraher,Paleokastro,<= ankle,70,Plowed,Loose,None,None,Sand (<5mm),20,0,4,0,0,14,2,0,0,0,0,6,2
Unit 53,34.98070003,33.71081212,David K. Pettegrew,Paleokastro,<= ankle,80,Unplowed,Loose,Light,None,Sand (<5mm),32,0,1,0,0,31,0,0,1,0,0,11,4
Unit 54,34.9810607,33.7108152,David K. Pettegrew,Paleokastro,<= knee,,Plowed,Loose,None,Light,Sand (<5mm),15,0,1,0,1,13,0,0,0,0,0,1,2
Unit 55,34.98106324,33.71037699,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),30,0,2,0,0,26,2,0,0,0,0,10,1
Unit 56,34.98106578,33.70993877,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),107,0,0,0,0,104,3,0,0,2,3,63,3
Unit 57,34.98106832,33.70950056,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,,Fine Gravel (19-5mm),56,0,0,0,0,55,0,0,0,0,1,26,1
Unit 58,34.98142899,33.70950364,David K. Pettegrew,Paleokastro,<= ankle,40,Plowed,Compacted,Moderate,None,Fine Gravel (19-5mm),53,0,4,0,0,49,0,0,0,4,6,33,0
Unit 59,34.98142645,33.70994185,David K. Pettegrew,Paleokastro,<= ankle,30,Plowed,Compacted,Heavy,Light,Coarse Gravel (75-19mm),50,0,0,0,0,49,1,0,0,0,2,21,1
Unit 60,34.98178966,33.70950672,David K. Pettegrew,Paleokastro,<= knee,30,Plowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),76,0,0,1,0,73,2,0,0,0,8,30,0
Unit 61,34.98179219,33.7090685,David K. Pettegrew,Paleokastro,<= ankle,30,Plowed,Compacted,Heavy,Light,Coarse Gravel (75-19mm),59,0,2,0,0,57,0,0,0,1,2,38,4
Unit 62,34.98179472,33.70863028,David K. Pettegrew,Paleokastro,<= knee,40,Plowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),94,0,1,0,0,92,1,0,0,0,16,40,7
Unit 63,34.98179726,33.70819207,William R. Caraher,Paleokastro,<= knee,40,Plowed,Compacted,Heavy,Light,Coarse Gravel (75-19mm),67,0,1,1,0,64,1,0,0,2,4,39,1
Unit 64,34.98253123,33.70600711,William R. Caraher,Paleokastro,<= ankle,30,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),87,0,2,0,0,82,2,1,0,0,18,35,1
Unit 65,34.98252871,33.70644533,William R. Caraher,Paleokastro,<= ankle,30,Unplowed,Compacted,Light,None,Coarse Gravel (75-19mm),49,1,0,0,0,47,1,0,0,1,10,26,1
Unit 66,34.98252618,33.70688355,William R. Caraher,Paleokastro,<= knee,20,Unplowed,Compacted,Light,None,Coarse Gravel (75-19mm),43,0,0,0,1,42,0,0,0,2,6,11,0
Unit 67,34.98252366,33.70732177,William R. Caraher,Paleokastro,<= knee,30,Unplowed,Compacted,Light,None,Coarse Gravel (75-19mm),47,0,1,0,0,46,0,0,0,0,1,28,2
Unit 68,34.98252113,33.70775999,William R. Caraher,Paleokastro,<= knee,,Unplowed,Compacted,Light,Light,Coarse Gravel (75-19mm),43,0,4,0,0,36,3,0,0,0,5,15,1
Unit 69,34.9825186,33.70819821,William R. Caraher,Paleokastro,<= knee,20,Unplowed,Compacted,Light,Light,Fine Gravel (19-5mm),37,0,2,0,0,35,0,0,0,1,2,22,0
Unit 70,34.98251607,33.70863644,William R. Caraher,Paleokastro,,60,Unplowed,Compacted,Light,Light,Coarse Gravel (75-19mm),107,0,2,2,0,102,1,0,1,2,2,70,4
Unit 71,34.98251353,33.70907466,William R. Caraher,Paleokastro,<= ankle,70,Unplowed,Loose,None,None,Sand (<5mm),1208,1,2,4,0,1192,7,1,0,12,148,548,4
Unit 72,34.98215286,33.70907158,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,,,Coarse Gravel (75-19mm),69,0,1,1,0,66,0,1,0,3,14,16,0
Unit 73,34.9821554,33.70863336,William R. Caraher,Paleokastro,<= ankle,30,Plowed,Compacted,Moderate,None,Coarse Gravel (75-19mm),44,0,0,0,0,43,1,0,0,0,3,25,0
Unit 74,34.98215793,33.70819514,William R. Caraher,Paleokastro,<= ankle,,Unplowed,Compacted,Moderate,Light,Coarse Gravel (75-19mm),51,0,1,1,1,48,0,0,1,0,1,19,2
Unit 75,34.98216046,33.70775692,William R. Caraher,Paleokastro,<= knee,20,Unplowed,Compacted,Light,Light,Coarse Gravel (75-19mm),20,0,0,0,0,20,0,0,0,0,0,15,0
Unit 76,34.98215033,33.7095098,William R. Caraher,Paleokastro,<= knee,40,Unplowed,Compacted,Light,Light,Fine Gravel (19-5mm),39,0,0,0,0,39,0,0,0,0,4,22,1
Unit 77,34.98214779,33.70994802,William R. Caraher,Paleokastro,<= ankle,70,Plowed,Loose,Light,Light,Sand (<5mm),3,0,0,1,0,2,0,0,0,0,0,2,0
Unit 78,34.98214526,33.71038624,William R. Caraher,Paleokastro,None,80,Plowed,Loose,Moderate,Light,Sand (<5mm),9,0,0,1,0,8,0,0,0,0,0,2,0
Unit 79,34.98214272,33.71082446,William R. Caraher,Paleokastro,None,80,Plowed,Loose,Moderate,None,Sand (<5mm),23,0,0,0,0,21,2,0,0,0,0,9,0
Unit 80,34.98178205,33.71082137,William R. Caraher,Paleokastro,None,80,Plowed,Loose,Light,Light,Sand (<5mm),22,0,0,0,2,20,0,0,0,0,0,10,0
Unit 81,34.98178459,33.71038315,William R. Caraher,Paleokastro,<= knee,40,Plowed,Loose,Light,Light,Coarse Gravel (75-19mm),17,0,0,0,0,17,0,0,0,0,0,15,0
Unit 82,34.98178712,33.70994494,William R. Caraher,Paleokastro,<= knee,40,Unplowed,Loose,Light,Light,Coarse Gravel (75-19mm),16,0,0,0,0,16,0,0,0,0,0,5,2
Unit 83,34.9825505,33.70511294,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),44,0,0,0,0,43,1,0,0,0,1,8,0
Unit 84,34.98256657,33.70467514,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),18,0,0,0,0,17,1,0,0,0,1,5,1
Unit 85,34.98258264,33.70423734,William R. Caraher,Paleokastro,<= ankle,40,,,,,,17,0,0,0,0,15,1,0,0,0,0,2,0
Unit 86,34.98259871,33.70379954,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),6,0,0,0,0,6,0,0,0,0,0,0,0
Unit 87,34.98074889,33.7050153,William R. Caraher,Paleokastro,<= ankle,30,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),43,0,1,0,0,42,0,0,0,1,1,22,0
Unit 88,34.98076496,33.70457751,William R. Caraher,Paleokastro,<= ankle,30,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
Unit 89,34.98078103,33.70413973,William R. Caraher,Paleokastro,<= ankle,40,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),10,0,1,0,0,9,0,0,0,0,0,2,0
Unit 90,34.9807971,33.70370194,William R. Caraher,Paleokastro,<= ankle,50,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),3,0,0,0,0,3,0,0,0,0,0,2,0
Unit 91,34.98043677,33.70368242,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Loose,Light,Light,Fine Gravel (19-5mm),14,0,0,0,0,13,0,0,0,0,0,8,0
Unit 93,34.98042071,33.7041202,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Loose,Light,Light,Fine Gravel (19-5mm),31,0,1,0,0,30,0,0,0,1,0,19,0
Unit 94,34.98040464,33.70455799,William R. Caraher,Paleokastro,<= ankle,60,Plowed,Loose,Light,Light,Fine Gravel (19-5mm),52,0,0,0,0,52,0,0,0,0,5,24,0
Unit 95,34.98038857,33.70499578,William R. Caraher,Paleokastro,<= ankle,70,Plowed,Loose,Light,Light,Coarse Gravel (75-19mm),57,0,1,0,0,56,0,0,0,1,5,26,1
Unit 96,34.982511,33.70951288,William R. Caraher,Paleokastro,<= knee,30,Unplowed,Compacted,Light,Light,Coarse Gravel (75-19mm),10,0,0,0,0,10,0,0,0,0,2,4,0
Unit 97,34.98250846,33.7099511,William R. Caraher,Paleokastro,<= knee,40,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0
Unit 98,34.98250593,33.71038932,R. Scott Moore,Paleokastro,None,100,Plowed,Loose,Light,Light,Sand (<5mm),3,0,0,0,0,3,0,0,0,0,0,1,0
Unit 99,34.9828666,33.71039241,David K. Pettegrew,Paleokastro,None,70,Plowed,Loose,None,None,Fine Gravel (19-5mm),0,0,0,0,0,0,0,0,0,0,0,0,0
Unit 100,34.98286914,33.70995418,David K. Pettegrew,Paleokastro,<= knee,70,Unplowed,Compacted,Light,Light,Sand (<5mm),16,1,1,1,0,13,0,0,0,1,1,0,0
Unit 101,34.98287167,33.70951596,David K. Pettegrew,Paleokastro,<= ankle,50,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),13,1,0,0,0,12,0,0,0,0,3,2,0
Unit 102,34.98287421,33.70907774,David K. Pettegrew,Paleokastro,<= ankle,50,Plowed,Compacted,Light,Light,Coarse Gravel (75-19mm),5,0,0,0,0,5,0,0,0,0,0,4,0
Unit 103,34.98323488,33.70908081,David K. Pettegrew,Paleokastro,<= ankle,60,Plowed,Compacted,Light,Light,Fine Gravel (19-5mm),15,0,1,0,2,10,2,0,0,0,1,4,0
Unit 104,34.98323234,33.70951904,David K. Pettegrew,Paleokastro,<= knee,30,Plowed,Compacted,Light,None,Fine Gravel (19-5mm),0,0,0,0,0,0,0,0,0,0,0,0,0
Unit 105,34.98322981,33.70995726,David K. Pettegrew,Paleokastro,<= ankle,80,Plowed,Loose,Light,Light,Coarse Gravel (75-19mm),3,0,0,0,0,3,0,0,0,0,0,0,0
Unit 106,34.98322727,33.71039549,David K. Pettegrew,Water Plant,<= ankle,20,Plowed,Compacted,Light,None,Coarse Gravel (75-19mm),5,0,0,0,0,5,0,0,0,0,1,2,1
Unit 107,34.98394861,33.71040166,David K. Pettegrew,Water Plant,<= ankle,60,Plowed,Compacted,Light,None,Fine Gravel (19-5mm),12,0,0,0,0,12,0,0,0,0,0,5,0
Unit 108,34.98394607,33.71083989,David K. Pettegrew,Water Plant,<= ankle,60,Plowed,Loose,Light,Light,Fine Gravel (19-5mm),11,0,0,0,0,11,0,0,0,0,1,4,0
Unit 109,34.98394353,33.71127812,David K. Pettegrew,Water Plant,<= ankle,60,Plowed,Loose,Light,None,Fine Gravel (19-5mm),1,0,0,0,0,1,0,0,0,1,0,0,0
Unit 110,34.98394099,33.71171634,David K. Pettegrew,Water Plant,<= ankle,50,Unplowed,Compacted,None,None,Sand (<5mm),0,0,0,0,0,0,0,0,0,0,0,0,0
Unit 111,34.98393845,33.71215457,David K. Pettegrew,Water Plant,<= knee,30,Unplowed,Compacted,None,None,Sand (<5mm),0,0,0,0,0,0,0,0,0,0,0,0,0
Unit 112,34.9839359,33.7125928,David K. Pettegrew,Water Plant,<= ankle,60,Plowed,Compacted,None,None,Fine Gravel (19-5mm),1,1,0,0,0,0,0,0,0,0,0,0,0
Unit 113,34.98393335,33.71303103,David K. Pettegrew,Water Plant,<= ankle,90,Plowed,Loose,None,None,Fine Gravel (19-5mm),0,0,0,0,0,0,0,0,0,0,0,0,0
Unit 114,34.98429148,33.71347236,David K. Pettegrew,Water Plant,<= knee,60,Plowed,Loose,None,None,Fine Gravel (19-5mm),0,0,0,0,0,0,0,0,0,0,0,0,0
